respondent_id,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9
96,BE,RH,CO,JR,ZN,MRJ,MW,LK,DH
97,RH,LK,MW,CO,ZN,BE,JR,MRJ,DH
98,JR,RH,LK,DH,ZN,BE,MRJ,CO,MW
99,DH,BE,MRJ,RH,LK,CO,JR,MW,ZN
100,MW,JR,CO,MRJ,RH,DH,LK,ZN,BE
101,ZN,MRJ,JR,CO,MW,DH,LK,RH,BE
102,LK,CO,MW,JR,BE,MRJ,ZN,RH,DH
103,RH,DH,MW,JR,CO,MRJ,ZN,LK,BE
104,DH,LK,MRJ,JR,BE,CO,MW,RH,ZN
105,MW,LK,JR,MRJ,CO,ZN,DH,RH,BE
106,RH,MW,MRJ,BE,DH,LK,JR,CO,ZN
107,MW,MRJ,BE,LK,RH,DH,CO,JR,ZN
108,LK,ZN,JR,DH,CO,RH,MW,MRJ,BE
109,LK,RH,MW,JR,ZN,MRJ,CO,BE,DH
110,BE,LK,MRJ,MW,JR,CO,ZN,RH,DH
111,MRJ,JR,MW,LK,ZN,CO,BE,DH,RH
112,LK,MW,RH,CO,JR,BE,MRJ,DH,ZN
113,MW,CO,JR,ZN,MRJ,LK,DH,RH,BE
114,MW,CO,MRJ,LK,JR,RH,ZN,BE,DH
115,CO,RH,MW,LK,ZN,JR,MRJ,DH,BE
116,DH,LK,RH,JR,BE,ZN,CO,MRJ,MW
117,MW,RH,BE,CO,MRJ,LK,ZN,DH,JR
118,ZN,DH,MW,JR,BE,CO,MRJ,LK,RH
119,BE,LK,MRJ,JR,DH,RH,MW,CO,ZN
120,MW,DH,CO,BE,RH,MRJ,LK,JR,ZN
121,ZN,MRJ,JR,LK,MW,CO,RH,DH,BE
122,CO,DH,BE,MW,LK,RH,MRJ,JR,ZN
123,JR,MRJ,MW,RH,CO,ZN,LK,DH,BE
124,LK,CO,MRJ,MW,ZN,JR,RH,BE,DH
125,MRJ,MW,LK,JR,CO,DH,BE,RH,ZN
126,ZN,MW,CO,BE,MRJ,DH,JR,LK,RH
127,BE,CO,ZN,DH,RH,MRJ,JR,LK,MW
128,MW,RH,MRJ,ZN,LK,DH,BE,JR,CO
129,MRJ,DH,BE,LK,MW,JR,RH,CO,ZN
130,JR,DH,ZN,MRJ,MW,LK,CO,RH,BE
131,CO,BE,DH,MRJ,RH,MW,JR,LK,ZN
132,DH,RH,MRJ,MW,LK,BE,JR,ZN,CO
133,BE,RH,DH,MRJ,MW,LK,ZN,JR,CO
134,MRJ,CO,MW,RH,BE,LK,JR,ZN,DH
135,BE,DH,MRJ,RH,MW,LK,JR,CO,ZN
136,ZN,JR,RH,LK,CO,DH,BE,MRJ,MW
137,MW,LK,RH,ZN,CO,MRJ,JR,DH,BE
138,RH,MW,BE,LK,DH,MRJ,CO,JR,ZN
139,JR,MW,ZN,MRJ,CO,BE,LK,DH,RH
140,JR,DH,RH,ZN,CO,MW,LK,MRJ,BE
141,BE,CO,MRJ,RH,DH,LK,ZN,MW,JR
142,RH,CO,MRJ,BE,LK,JR,DH,ZN,MW
143,DH,CO,LK,JR,RH,MRJ,BE,ZN,MW
144,CO,ZN,MRJ,JR,MW,RH,DH,LK,BE
145,BE,ZN,JR,MW,LK,DH,RH,MRJ,CO
146,MW,RH,MRJ,DH,CO,LK,ZN,BE,JR
147,CO,RH,DH,MW,MRJ,ZN,JR,LK,BE
148,JR,CO,MW,DH,LK,RH,MRJ,ZN,BE
149,MRJ,MW,BE,RH,ZN,JR,LK,CO,DH
150,LK,ZN,BE,MRJ,JR,RH,DH,CO,MW
151,DH,RH,LK,CO,MW,MRJ,BE,ZN,JR
152,CO,JR,MRJ,DH,MW,LK,ZN,RH,BE
153,ZN,JR,MW,DH,LK,MRJ,CO,RH,BE
154,RH,CO,LK,BE,MW,DH,ZN,JR,MRJ
155,MRJ,LK,ZN,CO,MW,JR,RH,DH,BE
156,JR,MRJ,CO,MW,ZN,LK,RH,BE,DH
157,MW,JR,ZN,BE,CO,DH,MRJ,RH,LK
158,MW,BE,DH,CO,LK,MRJ,ZN,JR,RH
159,ZN,RH,MRJ,LK,JR,BE,MW,CO,DH
160,CO,LK,DH,RH,BE,MW,JR,MRJ,ZN
161,MRJ,LK,MW,RH,JR,DH,CO,BE,ZN
162,RH,ZN,JR,CO,MRJ,MW,DH,LK,BE
163,MW,CO,MRJ,ZN,DH,JR,RH,BE,LK
164,MW,JR,CO,BE,MRJ,ZN,RH,DH,LK
165,BE,DH,RH,MW,LK,MRJ,JR,CO,ZN
166,RH,LK,MW,BE,DH,JR,MRJ,ZN,CO
167,JR,LK,MRJ,CO,MW,ZN,BE,RH,DH
168,ZN,MW,RH,LK,JR,MRJ,CO,BE,DH
169,CO,JR,MW,RH,LK,ZN,MRJ,DH,BE
170,MRJ,JR,LK,CO,MW,DH,RH,ZN,BE
171,LK,RH,ZN,DH,CO,MRJ,JR,MW,BE
172,LK,JR,MW,CO,RH,BE,DH,ZN,MRJ
173,CO,BE,RH,MRJ,LK,DH,ZN,MW,JR
174,DH,MRJ,CO,ZN,RH,MW,JR,LK,BE
175,MW,CO,JR,ZN,MRJ,RH,LK,BE,DH
176,MW,LK,BE,RH,DH,ZN,JR,MRJ,CO
177,CO,MW,ZN,MRJ,LK,DH,JR,RH,BE
178,LK,CO,DH,RH,ZN,BE,MRJ,MW,JR
179,CO,BE,MRJ,MW,JR,RH,DH,LK,ZN
180,JR,MW,LK,RH,BE,DH,CO,MRJ,ZN
181,ZN,JR,RH,LK,CO,MW,MRJ,DH,BE
182,BE,LK,DH,RH,MRJ,CO,JR,MW,ZN
183,RH,MW,DH,MRJ,ZN,CO,JR,LK,BE
184,LK,ZN,MW,CO,BE,MRJ,RH,DH,JR
185,DH,CO,MRJ,BE,MW,ZN,LK,JR,RH
186,JR,ZN,LK,CO,MW,DH,RH,MRJ,BE
187,MRJ,MW,CO,ZN,JR,RH,DH,LK,BE
188,CO,DH,ZN,LK,MRJ,RH,MW,JR,BE
189,DH,MRJ,BE,LK,ZN,RH,CO,MW,JR
190,DH,CO,MRJ,LK,BE,ZN,MW,RH,JR
191,MW,JR,CO,RH,LK,ZN,DH,MRJ,BE
192,JR,MW,CO,RH,LK,ZN,MRJ,DH,BE
193,JR,MW,ZN,CO,MRJ,DH,RH,LK,BE
194,RH,DH,BE,LK,MW,MRJ,ZN,JR,CO
195,MW,DH,LK,RH,BE,MRJ,CO,JR,ZN
196,MW,LK,CO,JR,BE,ZN,RH,DH,MRJ
197,LK,BE,ZN,JR,CO,RH,MW,MRJ,DH
198,MW,RH,ZN,DH,MRJ,LK,CO,JR,BE
199,RH,ZN,JR,DH,BE,MW,LK,MRJ,CO
200,DH,MW,MRJ,RH,BE,LK,CO,JR,ZN
201,BE,ZN,MRJ,JR,DH,MW,RH,CO,LK
202,BE,LK,RH,DH,MRJ,MW,CO,ZN,JR
203,MW,RH,CO,MRJ,JR,BE,DH,ZN,LK
204,ZN,JR,MW,MRJ,CO,RH,LK,DH,BE
205,RH,JR,CO,LK,MW,MRJ,ZN,DH,BE
206,RH,MW,DH,CO,LK,MRJ,ZN,JR,BE
207,MRJ,RH,MW,JR,LK,CO,BE,DH,ZN
208,LK,RH,BE,MRJ,MW,JR,DH,CO,ZN
209,MRJ,CO,RH,BE,DH,ZN,LK,JR,MW
210,MRJ,RH,BE,LK,DH,CO,MW,JR,ZN
211,DH,MRJ,LK,RH,ZN,MW,CO,JR,BE
212,MRJ,LK,JR,RH,MW,BE,DH,CO,ZN
213,LK,CO,MRJ,DH,RH,JR,BE,MW,ZN
214,MRJ,JR,ZN,CO,LK,DH,RH,MW,BE
215,LK,CO,DH,MW,BE,RH,JR,MRJ,ZN
216,MW,ZN,CO,RH,JR,MRJ,LK,BE,DH
217,ZN,MRJ,MW,CO,DH,JR,LK,RH,BE
218,MW,RH,ZN,JR,LK,DH,MRJ,CO,BE
219,JR,BE,MRJ,ZN,LK,CO,MW,RH,DH
220,MRJ,BE,RH,DH,LK,MW,JR,ZN,CO
221,RH,ZN,CO,MRJ,MW,JR,LK,DH,BE
222,MW,RH,CO,MRJ,ZN,BE,JR,LK,DH
223,DH,MW,RH,JR,LK,MRJ,ZN,BE,CO
224,MW,BE,RH,LK,ZN,MRJ,CO,DH,JR
225,DH,MRJ,BE,RH,ZN,LK,CO,JR,MW
226,RH,MRJ,DH,LK,CO,ZN,MW,BE,JR
227,LK,DH,RH,MW,BE,MRJ,CO,ZN,JR
228,MRJ,ZN,CO,RH,BE,LK,DH,JR,MW
229,MRJ,DH,RH,JR,MW,BE,LK,ZN,CO
230,CO,MRJ,MW,ZN,JR,LK,DH,BE,RH
231,BE,MRJ,RH,DH,MW,CO,LK,ZN,JR
232,DH,CO,JR,ZN,RH,MW,LK,MRJ,BE
233,CO,RH,ZN,BE,DH,MRJ,MW,LK,JR
234,JR,ZN,CO,DH,MRJ,RH,MW,LK,BE
235,DH,CO,JR,MW,ZN,LK,MRJ,RH,BE
236,RH,CO,LK,BE,MRJ,ZN,JR,MW,DH
237,JR,RH,MW,CO,ZN,BE,LK,MRJ,DH
238,JR,CO,MRJ,MW,ZN,RH,BE,LK,DH
239,RH,LK,CO,ZN,MW,BE,MRJ,DH,JR
240,RH,MRJ,MW,DH,LK,CO,BE,ZN,JR
241,JR,LK,MRJ,MW,CO,DH,RH,ZN,BE
242,RH,BE,JR,MRJ,LK,ZN,CO,MW,DH
243,ZN,JR,RH,CO,MRJ,LK,DH,MW,BE
244,JR,CO,ZN,LK,BE,MRJ,DH,MW,RH
245,DH,MW,BE,RH,LK,MRJ,ZN,CO,JR
246,DH,CO,BE,LK,MW,JR,ZN,MRJ,RH
247,RH,BE,LK,MRJ,MW,ZN,DH,CO,JR
248,DH,LK,MW,RH,MRJ,CO,BE,JR,ZN
249,JR,DH,BE,CO,MRJ,ZN,MW,LK,RH
250,LK,RH,JR,BE,MRJ,MW,CO,DH,ZN
251,MW,LK,RH,MRJ,DH,ZN,CO,JR,BE
252,ZN,MRJ,RH,JR,CO,MW,LK,BE,DH
253,MW,LK,MRJ,DH,JR,RH,CO,ZN,BE
254,BE,LK,DH,CO,RH,JR,MRJ,MW,ZN
255,MW,ZN,CO,MRJ,RH,LK,JR,BE,DH
256,MRJ,CO,MW,JR,RH,ZN,LK,BE,DH
257,DH,MRJ,LK,ZN,JR,MW,RH,CO,BE
258,BE,MW,RH,ZN,CO,MRJ,DH,LK,JR
259,RH,BE,ZN,MW,CO,LK,MRJ,DH,JR
260,ZN,LK,JR,MRJ,CO,BE,DH,RH,MW
261,ZN,JR,LK,MW,MRJ,CO,BE,RH,DH
262,LK,MW,ZN,MRJ,JR,CO,RH,DH,BE
263,MW,JR,MRJ,RH,LK,DH,CO,ZN,BE
264,LK,DH,BE,RH,ZN,JR,MW,MRJ,CO
265,RH,MRJ,LK,MW,CO,DH,ZN,JR,BE
266,MRJ,RH,MW,DH,JR,ZN,CO,BE,LK
267,MRJ,BE,MW,LK,ZN,DH,CO,RH,JR
268,CO,MW,MRJ,JR,DH,BE,RH,LK,ZN
269,ZN,MRJ,LK,DH,JR,CO,MW,RH,BE
270,MRJ,BE,LK,MW,ZN,CO,JR,RH,DH
271,JR,MRJ,CO,DH,MW,RH,ZN,LK,BE
272,RH,CO,LK,JR,ZN,MW,DH,MRJ,BE
273,DH,MRJ,MW,ZN,LK,CO,RH,JR,BE
274,BE,DH,MRJ,MW,RH,LK,JR,CO,ZN
275,CO,ZN,MW,JR,DH,RH,MRJ,BE,LK
276,MW,RH,DH,JR,ZN,CO,LK,MRJ,BE
277,JR,RH,MRJ,DH,MW,LK,BE,CO,ZN
278,MW,CO,RH,LK,MRJ,DH,ZN,BE,JR
279,BE,JR,RH,MRJ,MW,CO,DH,LK,ZN
280,MRJ,CO,MW,LK,JR,RH,ZN,DH,BE
281,RH,LK,MW,MRJ,JR,DH,CO,ZN,BE
282,DH,CO,RH,BE,MRJ,ZN,LK,JR,MW
283,JR,CO,MRJ,ZN,MW,LK,DH,RH,BE
284,LK,MW,DH,ZN,MRJ,JR,BE,CO,RH
285,RH,MRJ,DH,CO,BE,MW,LK,ZN,JR
286,LK,ZN,MW,JR,MRJ,CO,DH,RH,BE
287,MRJ,LK,RH,DH,BE,ZN,CO,MW,JR
288,ZN,MRJ,CO,JR,MW,DH,LK,RH,BE
289,BE,RH,LK,DH,MRJ,MW,CO,ZN,JR
290,BE,MW,CO,RH,ZN,MRJ,DH,LK,JR
291,MRJ,DH,RH,CO,BE,JR,ZN,LK,MW
292,LK,CO,DH,JR,ZN,MW,MRJ,BE,RH
293,MW,RH,CO,LK,ZN,MRJ,BE,JR,DH
294,RH,LK,CO,DH,BE,MRJ,MW,JR,ZN
295,JR,DH,MW,RH,MRJ,ZN,CO,BE,LK
296,MRJ,JR,RH,ZN,MW,CO,LK,DH,BE
297,LK,MW,ZN,RH,MRJ,DH,JR,BE,CO
298,JR,MRJ,ZN,LK,CO,MW,DH,RH,BE
299,LK,MW,RH,MRJ,DH,CO,BE,JR,ZN
300,MW,JR,CO,RH,BE,DH,MRJ,LK,ZN
301,CO,ZN,JR,MRJ,RH,MW,DH,LK,BE
302,MRJ,JR,RH,LK,ZN,CO,MW,BE,DH
303,RH,ZN,JR,MW,CO,MRJ,BE,LK,DH
304,MW,LK,MRJ,ZN,JR,DH,RH,CO,BE
305,JR,ZN,CO,MRJ,DH,LK,BE,MW,RH
306,BE,DH,MW,MRJ,CO,RH,ZN,JR,LK
307,CO,MRJ,MW,BE,ZN,JR,LK,DH,RH
308,LK,CO,DH,MRJ,BE,MW,JR,ZN,RH
309,MRJ,BE,DH,ZN,LK,MW,RH,JR,CO
310,MRJ,DH,BE,RH,MW,CO,LK,ZN,JR
311,RH,MRJ,LK,BE,CO,MW,DH,ZN,JR
312,JR,MW,CO,LK,RH,ZN,BE,MRJ,DH
313,JR,CO,MW,ZN,LK,MRJ,DH,RH,BE
314,BE,MRJ,DH,LK,RH,MW,ZN,JR,CO
315,MRJ,CO,JR,ZN,RH,LK,MW,DH,BE
316,LK,MRJ,CO,ZN,RH,MW,BE,DH,JR
317,MW,RH,CO,ZN,LK,MRJ,DH,JR,BE
318,CO,DH,MW,ZN,JR,BE,RH,LK,MRJ
319,MRJ,MW,JR,LK,RH,DH,CO,BE,ZN
320,ZN,RH,JR,MRJ,MW,LK,BE,CO,DH
321,JR,MW,MRJ,ZN,CO,DH,LK,RH,BE
322,CO,ZN,DH,MW,LK,JR,MRJ,RH,BE
323,DH,LK,JR,MRJ,RH,ZN,CO,BE,MW
324,MRJ,MW,RH,CO,JR,DH,ZN,BE,LK
325,JR,CO,MRJ,ZN,RH,MW,DH,LK,BE
326,CO,RH,MRJ,JR,BE,ZN,LK,MW,DH
327,ZN,MW,DH,JR,CO,MRJ,LK,RH,BE
328,RH,MRJ,LK,MW,JR,BE,DH,ZN,CO
329,MRJ,BE,LK,DH,MW,CO,RH,JR,ZN
330,MRJ,BE,MW,RH,CO,ZN,LK,JR,DH
331,RH,MRJ,CO,BE,MW,DH,LK,ZN,JR
332,BE,MRJ,LK,MW,DH,RH,CO,ZN,JR
333,ZN,MRJ,RH,CO,LK,JR,MW,DH,BE
334,ZN,BE,MRJ,JR,RH,DH,CO,MW,LK
335,MW,DH,CO,MRJ,RH,BE,LK,ZN,JR
336,JR,LK,CO,ZN,MW,MRJ,RH,DH,BE
337,RH,BE,LK,DH,MW,ZN,CO,MRJ,JR
338,LK,CO,JR,RH,MW,ZN,MRJ,DH,BE
339,CO,MW,ZN,JR,LK,MRJ,RH,DH,BE
340,RH,LK,MRJ,MW,DH,BE,ZN,JR,CO
341,RH,JR,CO,LK,MRJ,ZN,DH,MW,BE
342,CO,LK,MRJ,DH,MW,JR,ZN,RH,BE
343,LK,CO,JR,MW,MRJ,BE,DH,RH,ZN
344,BE,MW,CO,ZN,LK,MRJ,DH,JR,RH
345,LK,MW,CO,JR,MRJ,ZN,BE,DH,RH
346,CO,MW,BE,JR,MRJ,ZN,DH,LK,RH
347,MRJ,DH,MW,LK,RH,CO,JR,BE,ZN
348,LK,ZN,MRJ,JR,MW,CO,RH,BE,DH
349,MRJ,RH,DH,ZN,CO,MW,JR,BE,LK
350,MW,MRJ,LK,JR,RH,ZN,CO,BE,DH
351,MRJ,CO,MW,DH,LK,RH,ZN,BE,JR
352,DH,MW,MRJ,BE,CO,LK,JR,RH,ZN
353,CO,MRJ,DH,RH,LK,MW,JR,ZN,BE
354,MW,MRJ,CO,JR,ZN,RH,DH,LK,BE
355,DH,LK,RH,MW,MRJ,JR,CO,ZN,BE
356,BE,MW,MRJ,JR,RH,DH,LK,CO,ZN
357,RH,ZN,MRJ,DH,MW,BE,JR,CO,LK
358,DH,BE,MRJ,RH,CO,MW,LK,ZN,JR
359,BE,DH,LK,RH,MRJ,MW,JR,ZN,CO
360,MW,MRJ,BE,DH,RH,LK,JR,CO,ZN
361,ZN,BE,MRJ,DH,RH,MW,CO,LK,JR
362,MRJ,JR,MW,CO,LK,RH,BE,ZN,DH
363,ZN,RH,MW,CO,LK,BE,MRJ,JR,DH
364,RH,CO,ZN,DH,JR,MRJ,LK,BE,MW
365,MW,CO,RH,JR,DH,MRJ,ZN,LK,BE
366,MRJ,RH,CO,BE,MW,DH,ZN,JR,LK
367,MRJ,LK,DH,MW,RH,BE,CO,ZN,JR
368,DH,BE,MW,RH,LK,ZN,JR,CO,MRJ
369,MW,DH,CO,RH,ZN,MRJ,LK,JR,BE
370,LK,MRJ,CO,MW,JR,RH,BE,DH,ZN
371,CO,MRJ,BE,LK,DH,JR,RH,MW,ZN
372,BE,RH,LK,JR,MRJ,MW,CO,DH,ZN
373,MRJ,CO,RH,JR,LK,ZN,MW,DH,BE
374,MRJ,DH,MW,RH,ZN,CO,BE,LK,JR
375,ZN,MRJ,JR,LK,CO,MW,DH,RH,BE
376,JR,CO,ZN,MRJ,MW,RH,LK,BE,DH
377,MW,LK,MRJ,RH,BE,DH,JR,CO,ZN
378,CO,MRJ,LK,RH,MW,ZN,DH,JR,BE
379,MW,LK,MRJ,DH,BE,RH,JR,CO,ZN
380,JR,RH,ZN,LK,CO,MW,MRJ,BE,DH
381,MRJ,JR,MW,ZN,LK,CO,RH,DH,BE
382,JR,CO,MW,LK,RH,DH,MRJ,ZN,BE
383,BE,RH,DH,LK,MW,MRJ,JR,CO,ZN
384,LK,RH,MRJ,DH,MW,BE,ZN,JR,CO
385,RH,MW,BE,DH,LK,MRJ,ZN,CO,JR
386,BE,MRJ,RH,ZN,DH,LK,MW,JR,CO
387,MRJ,ZN,CO,DH,RH,JR,BE,LK,MW
388,MRJ,JR,LK,ZN,CO,MW,DH,RH,BE
389,LK,MW,JR,MRJ,RH,DH,BE,CO,ZN
390,RH,BE,LK,MRJ,JR,DH,CO,MW,ZN
391,DH,ZN,MRJ,BE,LK,MW,RH,JR,CO
392,BE,RH,LK,DH,MRJ,MW,ZN,CO,JR
393,LK,DH,RH,BE,MRJ,ZN,MW,CO,JR
394,MW,ZN,MRJ,LK,CO,JR,DH,RH,BE
395,MW,DH,CO,JR,BE,MRJ,ZN,RH,LK
396,BE,RH,MW,DH,LK,ZN,CO,JR,MRJ
397,BE,LK,MW,DH,RH,MRJ,CO,ZN,JR
398,CO,RH,LK,MRJ,ZN,MW,JR,DH,BE
399,JR,ZN,RH,LK,CO,MW,BE,DH,MRJ
400,LK,RH,ZN,DH,MRJ,MW,JR,CO,BE
401,MW,JR,LK,CO,ZN,DH,MRJ,RH,BE
402,JR,RH,MRJ,LK,DH,MW,CO,BE,ZN
403,JR,LK,CO,BE,MRJ,DH,ZN,RH,MW
404,MRJ,RH,LK,CO,ZN,MW,JR,DH,BE
405,ZN,JR,CO,MW,LK,DH,BE,MRJ,RH
406,LK,CO,BE,DH,ZN,RH,MW,MRJ,JR
407,LK,MW,RH,MRJ,DH,BE,CO,ZN,JR
408,DH,MRJ,CO,RH,ZN,BE,MW,LK,JR
409,ZN,JR,MRJ,MW,RH,BE,LK,DH,CO
410,MW,DH,RH,LK,MRJ,ZN,CO,JR,BE
411,MW,CO,LK,ZN,MRJ,JR,RH,BE,DH
412,MW,JR,LK,DH,RH,ZN,CO,MRJ,BE
413,MW,DH,BE,ZN,MRJ,RH,CO,LK,JR
414,DH,LK,MW,BE,RH,ZN,MRJ,JR,CO
415,MW,BE,MRJ,CO,LK,DH,RH,ZN,JR
416,MRJ,RH,DH,BE,LK,MW,CO,ZN,JR
417,MRJ,ZN,LK,CO,RH,DH,JR,BE,MW
418,ZN,CO,MW,DH,JR,BE,MRJ,RH,LK
419,CO,RH,LK,JR,ZN,MRJ,DH,MW,BE
420,DH,MW,CO,ZN,JR,RH,LK,MRJ,BE
421,LK,DH,ZN,JR,MW,RH,BE,MRJ,CO
422,RH,JR,ZN,MRJ,MW,DH,LK,BE,CO
423,CO,BE,LK,MW,RH,JR,ZN,DH,MRJ
424,MRJ,ZN,BE,MW,RH,CO,LK,DH,JR
425,BE,RH,LK,MW,DH,CO,MRJ,ZN,JR
426,MW,LK,JR,CO,DH,BE,MRJ,ZN,RH
427,JR,MW,CO,LK,MRJ,DH,ZN,RH,BE
428,RH,MRJ,DH,MW,LK,BE,CO,JR,ZN
429,RH,BE,DH,CO,MRJ,ZN,LK,MW,JR
430,RH,CO,JR,LK,MRJ,DH,ZN,BE,MW
431,MRJ,ZN,JR,BE,MW,RH,CO,LK,DH
432,MRJ,DH,MW,BE,RH,LK,JR,ZN,CO
433,MW,DH,MRJ,RH,ZN,LK,CO,BE,JR
